entidad,relacion,objetos,context_line
Fernando_Lugo,fecha de nacimiento,1951,Fernando_Lugo nació en el año 1951
Fernando_Marroquin,fecha de nacimiento,1968,Fernando_Marroquin nació en el año 1968
Fernando_Martínez,fecha de nacimiento,1994,Fernando_Martínez nació en el año 1994
Fernando_Morales,fecha de nacimiento,2002,Fernando_Morales nació en el año 2002
Fernando_Nieve,fecha de nacimiento,1982,Fernando_Nieve nació en el año 1982
Fernando_Ovelar,fecha de nacimiento,2004,Fernando_Ovelar nació en el año 2004
Fernando_Paternoster,fecha de nacimiento,1903,Fernando_Paternoster nació en el año 1903
Fernando_Patterson,fecha de nacimiento,1970,Fernando_Patterson nació en el año 1970
Fernando_Ramsey,fecha de nacimiento,1965,Fernando_Ramsey nació en el año 1965
Fernando_Rodney,fecha de nacimiento,1977,Fernando_Rodney nació en el año 1977
Fernando_Romero,fecha de nacimiento,2000,Fernando_Romero nació en el año 2000
Fernando_Seguignol,fecha de nacimiento,1975,Fernando_Seguignol nació en el año 1975
Fernando_Tamayo,fecha de nacimiento,1963,Fernando_Tamayo nació en el año 1963
Fernando_Tatis,fecha de nacimiento,1975,Fernando_Tatis nació en el año 1975
Fernando_Troyansky,fecha de nacimiento,1977,Fernando_Troyansky nació en el año 1977
Fernando_Villalona,fecha de nacimiento,1955,Fernando_Villalona nació en el año 1955
Fidel_Castro,fecha de nacimiento,1926,Fidel_Castro nació en el año 1926
Fidel_Martínez,fecha de nacimiento,1990,Fidel_Martínez nació en el año 1990
Fidel_Maíz,fecha de nacimiento,1828,Fidel_Maíz nació en el año 1828
Fidel_Mondragón,fecha de nacimiento,1981,Fidel_Mondragón nació en el año 1981
Fidencio_Oviedo,fecha de nacimiento,1987,Fidencio_Oviedo nació en el año 1987
Fierro_Chávez,fecha de nacimiento,1958,Fierro_Chávez nació en el año 1958
Filippa_Giordano,fecha de nacimiento,1974,Filippa_Giordano nació en el año 1974
Fina_Torres,fecha de nacimiento,1951,Fina_Torres nació en el año 1951
Fiorella_Migliore,fecha de nacimiento,1989,Fiorella_Migliore nació en el año 1989
Flamínio_Sosa,fecha de nacimiento,1946,Flamínio_Sosa nació en el año 1946
Flavio_Caballero,fecha de nacimiento,1958,Flavio_Caballero nació en el año 1958
Flavio_Fonseca,fecha de nacimiento,1998,Flavio_Fonseca nació en el año 1998
Flor_Jones,fecha de nacimiento,1998,Flor_Jones nació en el año 1998
Florencia_Carrizosa,fecha de nacimiento,1989,Florencia_Carrizosa nació en el año 1989
Florencia_Mutio,fecha de nacimiento,1984,Florencia_Mutio nació en el año 1984
Florencia_Peña,fecha de nacimiento,1974,Florencia_Peña nació en el año 1974
Florencio_Amarilla,fecha de nacimiento,1935,Florencio_Amarilla nació en el año 1935
Florencio_Xatruch,fecha de nacimiento,1811,Florencio_Xatruch nació en el año 1811
Flores_Chaviano,fecha de nacimiento,1946,Flores_Chaviano nació en el año 1946
Fonseca,fecha de nacimiento,1979,Fonseca nació en el año 1979
Fosi_Bendeck,fecha de nacimiento,1941,Fosi_Bendeck nació en el año 1941
Francesca_Miranda,fecha de nacimiento,1957,Francesca_Miranda nació en el año 1957
Francesca_Segarelli,fecha de nacimiento,1990,Francesca_Segarelli nació en el año 1990
Francesco_Petrozzi,fecha de nacimiento,1961,Francesco_Petrozzi nació en el año 1961
Francisca_Ramírez,fecha de nacimiento,1976,Francisca_Ramírez nació en el año 1976
Francisco_Aguabella,fecha de nacimiento,1925,Francisco_Aguabella nació en el año 1925
Francisco_Aguirre,fecha de nacimiento,1908,Francisco_Aguirre nació en el año 1908
Francisco_Alpizar,fecha de nacimiento,1959,Francisco_Alpizar nació en el año 1959
Francisco_Arce,fecha de nacimiento,1971,Francisco_Arce nació en el año 1971
Francisco_Arredondo,fecha de nacimiento,1949,Francisco_Arredondo nació en el año 1949
Francisco_Arévalo,fecha de nacimiento,1983,Francisco_Arévalo nació en el año 1983
Francisco_Boza,fecha de nacimiento,1964,Francisco_Boza nació en el año 1964
Francisco_Buttó,fecha de nacimiento,1980,Francisco_Buttó nació en el año 1980
Francisco_Báez,fecha de nacimiento,1991,Francisco_Báez nació en el año 1991
Francisco_Calvo,fecha de nacimiento,1992,Francisco_Calvo nació en el año 1992
Francisco_Cervelli,fecha de nacimiento,1986,Francisco_Cervelli nació en el año 1986
Francisco_Checa,fecha de nacimiento,1940,Francisco_Checa nació en el año 1940
Francisco_Cordero,fecha de nacimiento,1975,Francisco_Cordero nació en el año 1975
Francisco_Cruceta,fecha de nacimiento,1981,Francisco_Cruceta nació en el año 1981
Francisco_Escobar,fecha de nacimiento,1991,Francisco_Escobar nació en el año 1991
Francisco_Ferreira,fecha de nacimiento,1970,Francisco_Ferreira nació en el año 1970
Francisco_Ferrera,fecha de nacimiento,1794,Francisco_Ferrera nació en el año 1794
Francisco_Ferreras,fecha de nacimiento,1962,Francisco_Ferreras nació en el año 1962
Francisco_Flores,fecha de nacimiento,1959,Francisco_Flores nació en el año 1959
Francisco_Fonseca,fecha de nacimiento,1979,Francisco_Fonseca nació en el año 1979
Francisco_Forbs,fecha de nacimiento,1999,Francisco_Forbs nació en el año 1999
Francisco_García,fecha de nacimiento,1980,Francisco_García nació en el año 1980
Francisco_Gavidia,fecha de nacimiento,1863,Francisco_Gavidia nació en el año 1863
Francisco_González,fecha de nacimiento,1955,Francisco_González nació en el año 1955
Francisco_Guzmán,fecha de nacimiento,1946,Francisco_Guzmán nació en el año 1946
Francisco_Inestroza,fecha de nacimiento,1863,Francisco_Inestroza nació en el año 1863
Francisco_Lamolina,fecha de nacimiento,1950,Francisco_Lamolina nació en el año 1950
Francisco_Liriano,fecha de nacimiento,1983,Francisco_Liriano nació en el año 1983
Francisco_Lorenzo,fecha de nacimiento,1971,Francisco_Lorenzo nació en el año 1971
Francisco_Malespín,fecha de nacimiento,1806,Francisco_Malespín nació en el año 1806
Francisco_Maturana,fecha de nacimiento,1949,Francisco_Maturana nació en el año 1949
Francisco_Mayorga,fecha de nacimiento,1949,Francisco_Mayorga nació en el año 1949
Francisco_Medrano,fecha de nacimiento,1983,Francisco_Medrano nació en el año 1983
Francisco_Menocal,fecha de nacimiento,1945,Francisco_Menocal nació en el año 1945
Francisco_Morazán,fecha de nacimiento,1792,Francisco_Morazán nació en el año 1792
Francisco_Navarro,fecha de nacimiento,1801,Francisco_Navarro nació en el año 1801
Francisco_Osorto,fecha de nacimiento,1957,Francisco_Osorto nació en el año 1957
Francisco_Peguero,fecha de nacimiento,1988,Francisco_Peguero nació en el año 1988
Francisco_Peña,fecha de nacimiento,1989,Francisco_Peña nació en el año 1989
Francisco_Pineda,fecha de nacimiento,1967,Francisco_Pineda nació en el año 1967
Francisco_Pol,fecha de nacimiento,1987,Francisco_Pol nació en el año 1987
Francisco_Páez,fecha de nacimiento,1979,Francisco_Páez nació en el año 1979
Francisco_Rodríguez,fecha de nacimiento,1970,Francisco_Rodríguez nació en el año 1970
Francisco_Sosa,fecha de nacimiento,1917,Francisco_Sosa nació en el año 1917
Francisco_Ugaz,fecha de nacimiento,1984,Francisco_Ugaz nació en el año 1984
Francisco_Varela,fecha de nacimiento,1946,Francisco_Varela nació en el año 1946
Francisco_Zuluaga,fecha de nacimiento,1929,Francisco_Zuluaga nació en el año 1929
Francisco_Zúñiga,fecha de nacimiento,1912,Francisco_Zúñiga nació en el año 1912
Franco_Güity,fecha de nacimiento,1987,Franco_Güity nació en el año 1987
Franco_Pupulin,fecha de nacimiento,1960,Franco_Pupulin nació en el año 1960
Franco_Romero,fecha de nacimiento,1951,Franco_Romero nació en el año 1951
Franco_Zuculini,fecha de nacimiento,1990,Franco_Zuculini nació en el año 1990
Frank_Báez,fecha de nacimiento,1978,Frank_Báez nació en el año 1978
Frank_Davis,fecha de nacimiento,1981,Frank_Davis nació en el año 1981
Frank_Osorio,fecha de nacimiento,1988,Frank_Osorio nació en el año 1988
Frank_Reyes,fecha de nacimiento,1969,Frank_Reyes nació en el año 1969
Frank_Richardson,fecha de nacimiento,1962,Frank_Richardson nació en el año 1962
Frank_Velásquez,fecha de nacimiento,1990,Frank_Velásquez nació en el año 1990
Franklin_Cisneros,fecha de nacimiento,1983,Franklin_Cisneros nació en el año 1983
Franklin_Lobos,fecha de nacimiento,1957,Franklin_Lobos nació en el año 1957
Franklin_Núñez,fecha de nacimiento,1977,Franklin_Núñez nació en el año 1977
Franklin_Salas,fecha de nacimiento,1981,Franklin_Salas nació en el año 1981
Franklin_Standard,fecha de nacimiento,1949,Franklin_Standard nació en el año 1949
Franklin_Virgüez,fecha de nacimiento,1953,Franklin_Virgüez nació en el año 1953
Franklin_Webster,fecha de nacimiento,1978,Franklin_Webster nació en el año 1978
Franklyn_Jhonson,fecha de nacimiento,1988,Franklyn_Jhonson nació en el año 1988
Franz_Galich,fecha de nacimiento,1951,Franz_Galich nació en el año 1951
Franz_Ippisch,fecha de nacimiento,1883,Franz_Ippisch nació en el año 1883
Franz_Mayer,fecha de nacimiento,1882,Franz_Mayer nació en el año 1882
Fray_Tormenta,fecha de nacimiento,1945,Fray_Tormenta nació en el año 1945
Fred_Armisen,fecha de nacimiento,1966,Fred_Armisen nació en el año 1966
Fred_Sersen,fecha de nacimiento,1890,Fred_Sersen nació en el año 1890
Freddy_Bareiro,fecha de nacimiento,1982,Freddy_Bareiro nació en el año 1982
Freddy_Cachazo,fecha de nacimiento,2000,Freddy_Cachazo nació en el año 2000
Freddy_Cadena,fecha de nacimiento,1963,Freddy_Cadena nació en el año 1963
Freddy_Dolsi,fecha de nacimiento,1983,Freddy_Dolsi nació en el año 1983
Freddy_Fernández,fecha de nacimiento,1974,Freddy_Fernández nació en el año 1974
Freddy_García,fecha de nacimiento,1976,Freddy_García nació en el año 1976
Freddy_Guzmán,fecha de nacimiento,1981,Freddy_Guzmán nació en el año 1981
Freddy_Góndola,fecha de nacimiento,1995,Freddy_Góndola nació en el año 1995
Freddy_Herrera,fecha de nacimiento,1973,Freddy_Herrera nació en el año 1973
Freddy_Mayola,fecha de nacimiento,1977,Freddy_Mayola nació en el año 1977
Freddy_Montero,fecha de nacimiento,1987,Freddy_Montero nació en el año 1987
Freddy_Rincón,fecha de nacimiento,1966,Freddy_Rincón nació en el año 1966
Freddy_Zamora,fecha de nacimiento,1998,Freddy_Zamora nació en el año 1998
Frederick_Segura,fecha de nacimiento,1979,Frederick_Segura nació en el año 1979
Fredixon_Elvir,fecha de nacimiento,1988,Fredixon_Elvir nació en el año 1988
Fredy_Archila,fecha de nacimiento,1973,Fredy_Archila nació en el año 1973
Fredy_Cedeño,fecha de nacimiento,1981,Fredy_Cedeño nació en el año 1981
Fredy_López,fecha de nacimiento,1992,Fredy_López nació en el año 1992
Fredy_Nasser,fecha de nacimiento,1956,Fredy_Nasser nació en el año 1956
Fredy_Pérez,fecha de nacimiento,1994,Fredy_Pérez nació en el año 1994
Fredy_Reyna,fecha de nacimiento,1917,Fredy_Reyna nació en el año 1917
Fredy_Thompson,fecha de nacimiento,1982,Fredy_Thompson nació en el año 1982
Frickson_Erazo,fecha de nacimiento,1988,Frickson_Erazo nació en el año 1988
Fricson_George,fecha de nacimiento,1974,Fricson_George nació en el año 1974
Frida_Kahlo,fecha de nacimiento,1907,Frida_Kahlo nació en el año 1907
Fritz_Melbye,fecha de nacimiento,1826,Fritz_Melbye nació en el año 1826
Fulgencia_Romay,fecha de nacimiento,1944,Fulgencia_Romay nació en el año 1944
Fulgencio_Batista,fecha de nacimiento,1901,Fulgencio_Batista nació en el año 1901
Fulgencio_Berdugo,fecha de nacimiento,1918,Fulgencio_Berdugo nació en el año 1918
Fulgencio_Obelmejias,fecha de nacimiento,1953,Fulgencio_Obelmejias nació en el año 1953
Fulgencio_Yegros,fecha de nacimiento,1780,Fulgencio_Yegros nació en el año 1780
Fulgencio_Zúñiga,fecha de nacimiento,1977,Fulgencio_Zúñiga nació en el año 1977
Fátima_Centeno,fecha de nacimiento,1999,Fátima_Centeno nació en el año 1999
Félix_Borja,fecha de nacimiento,1983,Félix_Borja nació en el año 1983
Félix_Crisanto,fecha de nacimiento,1990,Félix_Crisanto nació en el año 1990
Félix_Díaz,fecha de nacimiento,1983,Félix_Díaz nació en el año 1983
Félix_Hernández,fecha de nacimiento,1986,Félix_Hernández nació en el año 1986
Félix_José,fecha de nacimiento,1965,Félix_José nació en el año 1965
Félix_Luna,fecha de nacimiento,1925,Félix_Luna nació en el año 1925
Félix_Montoya,fecha de nacimiento,1980,Félix_Montoya nació en el año 1980
Félix_Potoy,fecha de nacimiento,1995,Félix_Potoy nació en el año 1995
Félix_Rodríguez,fecha de nacimiento,1984,Félix_Rodríguez nació en el año 1984
Félix_Savón,fecha de nacimiento,1967,Félix_Savón nació en el año 1967
Félix_Sánchez,fecha de nacimiento,1981,Félix_Sánchez nació en el año 1981
Félix_Zeledón,fecha de nacimiento,1983,Félix_Zeledón nació en el año 1983
Gabriel_Achilier,fecha de nacimiento,1985,Gabriel_Achilier nació en el año 1985
Gabriel_Badilla,fecha de nacimiento,1984,Gabriel_Badilla nació en el año 1984
Gabriel_Batistuta,fecha de nacimiento,1969,Gabriel_Batistuta nació en el año 1969
Gabriel_Brncic,fecha de nacimiento,1942,Gabriel_Brncic nació en el año 1942
Gabriel_Casaccia,fecha de nacimiento,1907,Gabriel_Casaccia nació en el año 1907
Gabriel_Chaves,fecha de nacimiento,1993,Gabriel_Chaves nació en el año 1993
Gabriel_Cichero,fecha de nacimiento,1984,Gabriel_Cichero nació en el año 1984
Gabriel_Facusse,fecha de nacimiento,2001,Gabriel_Facusse nació en el año 2001
Gabriel_García,fecha de nacimiento,1990,Gabriel_García nació en el año 1990
Gabriel_González,fecha de nacimiento,1942,Gabriel_González nació en el año 1942
Gabriel_Gómez,fecha de nacimiento,1984,Gabriel_Gómez nació en el año 1984
Gabriel_Mercedes,fecha de nacimiento,1979,Gabriel_Mercedes nació en el año 1979
Gabriel_Milito,fecha de nacimiento,1980,Gabriel_Milito nació en el año 1980
Gabriel_Miranda,fecha de nacimiento,1968,Gabriel_Miranda nació en el año 1968
Gabriel_Ochoa,fecha de nacimiento,1929,Gabriel_Ochoa nació en el año 1929
Gabriel_Paletta,fecha de nacimiento,1986,Gabriel_Paletta nació en el año 1986
Gabriel_París,fecha de nacimiento,1910,Gabriel_París nació en el año 1910
Gabriel_Peralta,fecha de nacimiento,1995,Gabriel_Peralta nació en el año 1995
Gabriel_Pozzo,fecha de nacimiento,1979,Gabriel_Pozzo nació en el año 1979
Gabriel_Serra,fecha de nacimiento,1984,Gabriel_Serra nació en el año 1984
Gabriel_Soto,fecha de nacimiento,1975,Gabriel_Soto nació en el año 1975
Gabriel_Turbay,fecha de nacimiento,1901,Gabriel_Turbay nació en el año 1901
Gabriela_Alemán,fecha de nacimiento,1968,Gabriela_Alemán nació en el año 1968
Gabriela_Barros,fecha de nacimiento,1980,Gabriela_Barros nació en el año 1980
Gabriela_Deleuze,fecha de nacimiento,1965,Gabriela_Deleuze nació en el año 1965
Gabriela_Gavidia,fecha de nacimiento,1990,Gabriela_Gavidia nació en el año 1990
Gabriela_Guillén,fecha de nacimiento,1992,Gabriela_Guillén nació en el año 1992
Gabriela_Montero,fecha de nacimiento,1970,Gabriela_Montero nació en el año 1970
Gabriela_Núñez,fecha de nacimiento,1962,Gabriela_Núñez nació en el año 1962
Gaby_Castillo,fecha de nacimiento,1984,Gaby_Castillo nació en el año 1984
Gaby_Flores,fecha de nacimiento,1991,Gaby_Flores nació en el año 1991
Galo_Roggiero,fecha de nacimiento,1935,Galo_Roggiero nació en el año 1935
Galvarino_Apablaza,fecha de nacimiento,1950,Galvarino_Apablaza nació en el año 1950
Garnet_Charwat,fecha de nacimiento,1967,Garnet_Charwat nació en el año 1967
Garth_Joseph,fecha de nacimiento,1973,Garth_Joseph nació en el año 1973
Gary_Mason,fecha de nacimiento,1901,Gary_Mason nació en el año 1901
Gary_Medel,fecha de nacimiento,1987,Gary_Medel nació en el año 1987
Gary_Stempel,fecha de nacimiento,1957,Gary_Stempel nació en el año 1957
Gaspar_Fernández,fecha de nacimiento,1566,Gaspar_Fernández nació en el año 1566
Gaspar_Marcano,fecha de nacimiento,1781,Gaspar_Marcano nació en el año 1781
Gastón_Acurio,fecha de nacimiento,1967,Gastón_Acurio nació en el año 1967
Gastón_Castro,fecha de nacimiento,1948,Gastón_Castro nació en el año 1948
Gastón_Gaudio,fecha de nacimiento,1978,Gastón_Gaudio nació en el año 1978
Gastón_Mazzacane,fecha de nacimiento,1975,Gastón_Mazzacane nació en el año 1975
Gema_Zúñiga,fecha de nacimiento,1993,Gema_Zúñiga nació en el año 1993
Genaro_Sermeño,fecha de nacimiento,1948,Genaro_Sermeño nació en el año 1948
Geoffrey_Arend,fecha de nacimiento,1978,Geoffrey_Arend nació en el año 1978
George_Bell,fecha de nacimiento,1959,George_Bell nació en el año 1959
George_Maycock,fecha de nacimiento,1917,George_Maycock nació en el año 1917
George_Pataki,fecha de nacimiento,1945,George_Pataki nació en el año 1945
George_Soriano,fecha de nacimiento,1999,George_Soriano nació en el año 1999
Georges_Jeanty,fecha de nacimiento,1977,Georges_Jeanty nació en el año 1977
Georgina_Pontaza,fecha de nacimiento,1976,Georgina_Pontaza nació en el año 1976
Georgino_Orellana,fecha de nacimiento,1960,Georgino_Orellana nació en el año 1960
Geovanny_Caicedo,fecha de nacimiento,1981,Geovanny_Caicedo nació en el año 1981
Geovanny_Castro,fecha de nacimiento,1969,Geovanny_Castro nació en el año 1969
Geovanny_Jara,fecha de nacimiento,1967,Geovanny_Jara nació en el año 1967
Geovanny_Nazareno,fecha de nacimiento,1988,Geovanny_Nazareno nació en el año 1988
Geovany_Baca,fecha de nacimiento,1971,Geovany_Baca nació en el año 1971
Geovany_Guevara,fecha de nacimiento,2000,Geovany_Guevara nació en el año 2000
Gerald_Drummond,fecha de nacimiento,1976,Gerald_Drummond nació en el año 1976
Gerald_Thorne,fecha de nacimiento,1926,Gerald_Thorne nació en el año 1926
Gerardo_Barbero,fecha de nacimiento,1961,Gerardo_Barbero nació en el año 1961
Gerardo_Budowski,fecha de nacimiento,1925,Gerardo_Budowski nació en el año 1925
Gerardo_Chávez,fecha de nacimiento,1937,Gerardo_Chávez nació en el año 1937
Gerardo_Fernández,fecha de nacimiento,1977,Gerardo_Fernández nació en el año 1977
Gerardo_Guevara,fecha de nacimiento,1930,Gerardo_Guevara nació en el año 1930
Gerardo_Machado,fecha de nacimiento,1871,Gerardo_Machado nació en el año 1871
Gerardo_Rivas,fecha de nacimiento,1903,Gerardo_Rivas nació en el año 1903
Gerardo_Romero,fecha de nacimiento,1905,Gerardo_Romero nació en el año 1905
Gerardo_Solano,fecha de nacimiento,1953,Gerardo_Solano nació en el año 1953
Gerardo_Torrado,fecha de nacimiento,1979,Gerardo_Torrado nació en el año 1979
Gerardo_Vacarezza,fecha de nacimiento,1965,Gerardo_Vacarezza nació en el año 1965
German_Cáceres,fecha de nacimiento,1954,German_Cáceres nació en el año 1954
